,Dim1,Dim2,leiden,file_id,file_name,day,well,polymer,mask,medoid_cell,color_code
29,0.3336531,-3.3619633,15,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,1,False,3
30,2.7077274,-3.0204008,23,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,10,False,4
31,14.653073,1.9306842,13,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,12,False,1
32,-1.2587202,-1.4387273,20,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,13,False,3
33,13.441524,0.08168912,16,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,15,False,2
34,4.553272,-2.3425252,7,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,16,False,2
35,12.613755,-0.175905,19,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,17,False,4
36,11.724753,-0.32430753,19,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,3,False,4
37,0.5540754,-3.509619,15,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,4,False,3
38,-4.089775,2.4884708,3,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,5,False,3
39,7.76677,-2.1602278,12,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,6,False,3
40,10.346994,-1.1556947,19,file_103,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B2,NorHA8,7,False,4
