Project:,Project145,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,60k_r1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,30,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,54,44.86,71.01,28.04,,,,,10,27.328,1.35,0.01,4.112,Dy_auto
,55,46.162,72.31,28.07,,,,,10,27.808,1.35,0.01,4.1842,Dy_auto
,56,47.488,73.64,28.1,,,,,10,27.09,1.35,0.01,4.0763,Dy_auto
,57,48.837,74.99,28.04,,,,,10,27.576,1.35,0.01,4.1494,Dy_auto
,58,50.211,76.36,28.1,,,,,10,27.741,1.35,0.01,4.1742,Dy_auto
,59,51.609,77.76,28.02,,,,,10,27.06,1.35,0.01,4.0717,Dy_auto
,60,53.032,79.18,28.09,,,,,10,27.17,1.35,0.01,4.0883,Dy_auto
,61,54.48,80.63,28.12,,,,,10,27.311,1.35,0.01,4.1094,Dy_auto
,62,55.955,82.11,28.06,,,,,10,27.198,1.35,0.01,4.0924,Dy_auto
,63,57.456,83.61,28.09,,,,,10,27.078,1.35,0.01,4.0744,Dy_auto
,64,58.983,85.14,28.07,,,,,10,26.855,1.35,0.01,4.0409,Dy_auto
,65,60.538,86.69,28.06,,,,,10,27.451,1.35,0.01,4.1305,Dy_auto
,,,,,,,,,,,,,,
Test:,peg_r4,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,7.933,28.15,21262,1.0631,5E-05,3.3839E+06,0.789,167.79,1.35,0.01,25.248,"ME-,WMa,taD,TruStrain™"
,2,2,8.933,28.12,0.016814,336.29,2E+04,53522,1,3.3631,1.35,0.01,0.50605,"ME-,MV-,WMa,TruStrain™"
,3,3,9.933,28.12,982.77,173.08,0.176,1.5882E+05,1,9.9794,1.35,0.01,1.5016,"MV-,WMa,TruStrain™"
,4,4,10.93,28.13,383.54,68.087,0.178,61996,1,3.9011,1.35,0.01,0.587,"WMa,TruStrain™"
,5,5,11.93,28.17,401.84,65.418,0.163,64798,1,4.0855,1.35,0.01,0.61473,"WMa,TruStrain™"
,6,6,12.93,28.14,413.05,52.546,0.127,66268,1,4.1817,1.35,0.01,0.62922,"WMa,TruStrain™"
,7,7,13.93,28.12,413.78,42.135,0.102,66196,1,4.1792,1.35,0.01,0.62883,"WMa,TruStrain™"
,8,8,14.93,28.15,392.38,55.232,0.141,63064,1,3.9822,1.35,0.01,0.59919,"WMa,TruStrain™"
,9,9,15.93,28.19,411.64,49.807,0.121,65993,1.01,4.1673,1.35,0.01,0.62705,"WMa,TruStrain™"
,10,10,16.93,28.17,402.67,52.004,0.129,64618,1.01,4.0806,1.35,0.01,0.614,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,65,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,27.1,28.1,,,,,10,38.137,1.35,0.01,5.7384,Dy_auto
,2,1.009,27.61,28.1,,,,,10,35.105,1.35,0.01,5.2822,Dy_auto
,3,1.527,28.13,28.11,,,,,10,36.833,1.35,0.01,5.5422,Dy_auto
,4,2.055,28.66,28.09,,,,,10,35.742,1.35,0.01,5.378,Dy_auto
,5,2.592,29.2,28.1,,,,,10,34.567,1.35,0.01,5.2012,Dy_auto
,6,3.138,29.74,28.11,,,,,10,35.169,1.35,0.01,5.2918,Dy_auto
,7,3.694,30.3,28.18,,,,,10,34.255,1.35,0.01,5.1543,Dy_auto
,8,4.26,30.86,28.18,,,,,10,36.484,1.35,0.01,5.4898,Dy_auto
,9,4.836,31.44,28.09,,,,,10,32.091,1.35,0.01,4.8286,Dy_auto
,10,5.423,32.03,28.17,,,,,10,34.446,1.35,0.01,5.183,Dy_auto
,11,6.02,32.62,28.13,,,,,10,34.682,1.35,0.01,5.2186,Dy_auto
,12,6.627,33.23,28.1,,,,,10,32.845,1.35,0.01,4.9422,Dy_auto
,13,7.246,33.85,28.15,,,,,10,33.505,1.35,0.01,5.0415,Dy_auto
,14,7.876,34.48,28.16,,,,,10,32.561,1.35,0.01,4.8994,Dy_auto
,15,8.516,35.12,28.16,,,,,10,33.904,1.35,0.01,5.1014,Dy_auto
,16,9.169,35.77,28.07,,,,,10,33.747,1.35,0.01,5.0778,Dy_auto
,17,9.833,36.44,28.14,,,,,10,32.651,1.35,0.01,4.913,Dy_auto
,18,10.509,37.11,28.19,,,,,10,33.088,1.35,0.01,4.9787,Dy_auto
,19,11.197,37.8,28.15,,,,,10,32.45,1.35,0.01,4.8827,Dy_auto
,20,11.897,38.5,28.11,,,,,10,32.798,1.35,0.01,4.935,Dy_auto
,21,12.61,39.21,28.14,,,,,10,32.361,1.35,0.01,4.8694,Dy_auto
,22,13.335,39.94,28.14,,,,,10,31.89,1.35,0.01,4.7985,Dy_auto
,23,14.074,40.68,28.16,,,,,10,31.228,1.35,0.01,4.6989,Dy_auto
,24,14.825,41.43,28.18,,,,,10,31.203,1.35,0.01,4.6951,Dy_auto
,25,15.59,42.19,28.17,,,,,10,31.842,1.35,0.01,4.7912,Dy_auto
,26,16.369,42.97,28.15,,,,,10,30.682,1.35,0.01,4.6166,Dy_auto
,27,17.162,43.77,28.14,,,,,10,32.405,1.35,0.01,4.876,Dy_auto
,28,17.969,44.57,28.17,,,,,10,31.722,1.35,0.01,4.7732,Dy_auto
,29,18.79,45.39,28.17,,,,,10,32.085,1.35,0.01,4.8279,Dy_auto
,30,19.627,46.23,28.17,,,,,10,30.585,1.35,0.01,4.602,Dy_auto
,31,20.478,47.08,28.11,,,,,10,31.733,1.35,0.01,4.7749,Dy_auto
,32,21.344,47.95,28.13,,,,,10,31.395,1.35,0.01,4.724,Dy_auto
,33,22.226,48.83,28.15,,,,,10,32.215,1.35,0.01,4.8473,Dy_auto
,34,23.123,49.73,28.21,,,,,10,31.117,1.35,0.01,4.6821,Dy_auto
,35,24.037,50.64,28.06,,,,,10,32.005,1.35,0.01,4.8158,Dy_auto
,36,24.967,51.57,28.14,,,,,10,31.408,1.35,0.01,4.7259,Dy_auto
,37,25.913,52.52,28.16,,,,,10,30.843,1.35,0.01,4.6409,Dy_auto
,38,26.877,53.48,28.18,,,,,10,31.305,1.35,0.01,4.7105,Dy_auto
,39,27.857,54.46,28.18,,,,,10,30.938,1.35,0.01,4.6551,Dy_auto
,40,28.856,55.46,28.1,,,,,10,30.524,1.35,0.01,4.5929,Dy_auto
,41,29.872,56.48,28.16,,,,,10,30.961,1.35,0.01,4.6587,Dy_auto
,42,30.906,57.51,28.16,,,,,10,30.142,1.35,0.01,4.5354,Dy_auto
,43,31.959,58.56,28.11,,,,,10,30.579,1.35,0.01,4.6012,Dy_auto
,44,33.031,59.64,28.15,,,,,10,30.928,1.35,0.01,4.6536,Dy_auto
,45,34.121,60.73,28.1,,,,,10,30.658,1.35,0.01,4.613,Dy_auto
,46,35.232,61.84,28.17,,,,,10,30.655,1.35,0.01,4.6126,Dy_auto
,47,36.362,62.97,28.1,,,,,10,31.158,1.35,0.01,4.6883,Dy_auto
,48,37.512,64.12,28.14,,,,,10,30.95,1.35,0.01,4.657,Dy_auto
,49,38.683,65.29,28.21,,,,,10,30.649,1.35,0.01,4.6118,Dy_auto
,50,39.875,66.48,28.08,,,,,10,30.673,1.35,0.01,4.6154,Dy_auto
,51,41.088,67.69,28.15,,,,,10,30.784,1.35,0.01,4.6321,Dy_auto
,52,42.323,68.93,28.14,,,,,10,30.622,1.35,0.01,4.6076,Dy_auto
,53,43.58,70.18,28.08,,,,,10,29.874,1.35,0.01,4.495,Dy_auto
,54,44.86,71.46,28.16,,,,,10,30.026,1.35,0.01,4.518,Dy_auto
,55,46.162,72.77,28.16,,,,,10,30.006,1.35,0.01,4.515,Dy_auto
,56,47.488,74.09,28.13,,,,,10,29.268,1.35,0.01,4.404,Dy_auto
,57,48.837,75.44,28.19,,,,,10,29.494,1.35,0.01,4.438,Dy_auto
,58,50.211,76.82,28.14,,,,,10,29.913,1.35,0.01,4.501,Dy_auto
,59,51.609,78.21,28.09,,,,,10,30.574,1.35,0.01,4.6004,Dy_auto
,60,53.032,79.64,28.16,,,,,10,30.21,1.35,0.01,4.5457,Dy_auto
,61,54.48,81.08,28.17,,,,,10,30.102,1.35,0.01,4.5295,Dy_auto
,62,55.955,82.56,28.16,,,,,10,29.768,1.35,0.01,4.4791,Dy_auto
,63,57.456,84.06,28.09,,,,,10,30.384,1.35,0.01,4.5719,Dy_auto
,64,58.983,85.59,28.1,,,,,10,30.131,1.35,0.01,4.5338,Dy_auto
,65,60.538,87.14,28.14,,,,,10,30.114,1.35,0.01,4.5312,Dy_auto
